name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z
RPLT5	70.3324	-38.5852	-20.9371476492788	-999	RPLT	R	strip	59.1245	-31.4302	-16.0288
RPLT6	71.8573	-31.1089	-16.1405446210992	-999	RPLT	R	strip	63.7771	-23.2023	-17.8497
RAD1	15.8176	-3.50525	-25.3054462880557	-999	RAD	R	depth	14.2084	-5.22847	-25.4572
RAD2	20.0091	-4.76249	-24.5270341094769	-999	RAD	R	depth	18.8129	-5.62709	-24.9824
RAD3	24.5798	-6.49825	-22.6361339254489	-999	RAD	R	depth	24.024	-6.69875	-23.1295
RAD4	31.1334	-5.64479	-20.7996266012615	-999	RAD	R	depth	29.6852	-6.4491	-22.7431
RAHD1	17.2927	-8.43131	-21.8699255561991	-999	RAHD	R	depth	15.7366	-9.0675	-22.0109
RAHD2	21.9008	-11.3958	-21.4410953624817	-999	RAHD	R	depth	20.5934	-11.4608	-20.9844
RAHD3	25.2461	-11.9288	-20.8812027903575	-999	RAHD	R	depth	24.638	-11.9343	-20.5345
RAHD4	31.9741	-12.0534	-18.9955690745938	-999	RAHD	R	depth	30.2829	-11.9338	-18.9326
RPHD1	23.4873	-27.1296	-12.4949040896157	-999	RPHD	R	depth	22.4354	-27.1675	-13.1992
RPHD2	27.9091	-27.7529	-13.9737828059126	-999	RPHD	R	depth	27.5529	-26.7436	-14.0529
RPHD3	31.8772	-28.9575	-15.1276501416852	-999	RPHD	R	depth	33.151	-25.9953	-13.8045
RPHD4	39.1014	-25.5525	-12.6609505833825	-999	RPHD	R	depth	38.6231	-24.2498	-13.8319
